Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Duelos aéreos,Duelos aéreos,Duelos aéreos,Unnamed: 25_level_0
1662,Victor Mollejo,es ESP,"DL,DF",Atlético Madrid,es La Liga,17,2001,0.7,0,0,0,4,2,0,0,0,0,0,0,0,1,2,5,28.6,Partidos
1663,Florent Mollet,fr FRA,CC,Montpellier,fr Ligue 1,26,1991,28.5,6,1,1,45,33,7,201,23,20,0,0,0,168,15,33,31.3,Partidos
1664,Gabriele Moncini,it ITA,CC,SPAL,it Serie A,22,1996,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,Partidos
1665,Thomas Monconduit,fr FRA,CC,Amiens,fr Ligue 1,27,1991,31.3,6,0,0,52,40,1,11,36,47,0,0,0,172,48,36,57.1,Partidos
1666,Kévin Monnet-Paquet,fr FRA,"DF,CC",Saint-Étienne,fr Ligue 1,29,1988,16.5,4,0,0,22,10,1,26,14,25,0,1,0,99,28,65,30.1,Partidos
1667,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,32,1986,20.7,5,0,0,17,21,1,28,31,17,1,0,0,101,36,38,48.6,Partidos
1668,Francisco Montero,es ESP,DF,Atlético Madrid,es La Liga,19,1999,4.5,2,0,0,6,1,2,0,5,4,0,0,0,13,1,5,16.7,Partidos
1669,Cristóbal Montiel,es ESP,DL,Fiorentina,it Serie A,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Partidos
1670,Martín Montoya,es ESP,DF,Brighton,eng Premier League,27,1991,24.1,4,0,0,29,16,0,36,48,35,0,0,0,98,22,27,44.9,Partidos
1671,Aaron Mooy,au AUS,"CC,DL",Huddersfield,eng Premier League,27,1990,25.9,4,0,0,26,12,1,137,14,42,0,0,0,203,14,26,35.0,Partidos
1672,Emre Mor,tr TUR,"DL,CC",Celta Vigo,es La Liga,21,1997,4.1,1,0,0,7,7,2,5,3,4,0,0,0,20,3,4,42.9,Partidos
1673,Alfredo Morales,us USA,CC,Düsseldorf,de Bundesliga,28,1990,17.0,6,0,0,43,15,1,4,24,18,0,0,0,102,81,78,50.9,Partidos
1674,Álvaro Morata,es ESP,DL,Chelsea,eng Premier League,25,1992,10.5,3,0,0,19,16,20,3,0,5,0,0,0,18,18,27,40.0,Partidos
1675,Álvaro Morata,es ESP,DL,Atlético Madrid,es La Liga,25,1992,12.0,5,0,0,29,19,14,7,5,14,0,0,0,33,58,46,55.8,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1676,Jan Morávek,cz CZE,CC,Augsburg,de Bundesliga,28,1989,8.4,1,0,0,18,2,0,0,9,21,0,1,0,48,12,9,57.1,Partidos
1677,Steven Moreira,cv CPV,"DF,CC",Toulouse,fr Ligue 1,23,1994,9.6,2,0,0,13,5,2,17,10,8,0,0,0,49,5,14,26.3,Partidos
1678,Jérémy Morel,mg MAD,DF,Lyon,fr Ligue 1,34,1984,11.8,4,0,0,13,9,0,0,18,10,0,1,0,50,23,24,48.9,Partidos
1679,Alberto Moreno,es ESP,DF,Liverpool,eng Premier League,26,1992,1.7,0,0,0,1,1,0,3,2,2,0,0,0,5,0,1,0.0,Partidos
1680,Álex Moreno,es ESP,DF,Rayo Vallecano,es La Liga,25,1993,34.8,5,0,0,41,44,8,103,41,40,0,0,0,206,28,41,40.6,Partidos
1681,Gerard Moreno,es ESP,DL,Villarreal,es La Liga,26,1992,25.7,3,0,0,39,37,21,19,9,12,0,0,0,89,59,59,50.0,Partidos
1682,Héctor Moreno,mx MEX,DF,Real Sociedad,es La Liga,30,1988,21.5,2,0,0,17,13,3,5,31,9,0,0,0,95,37,24,60.7,Partidos
1683,Sergio Moreno,es ESP,DL,Rayo Vallecano,es La Liga,19,1999,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Partidos
1684,Emiliano Moretti,it ITA,DF,Torino,it Serie A,37,1981,22.3,5,0,0,26,23,0,3,24,21,0,0,0,113,38,29,56.7,Partidos
1685,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,34,1984,21.4,3,2,2,18,6,3,0,32,15,0,0,0,79,93,42,68.9,Partidos
1686,Manu Morlanes,es ESP,CC,Villarreal,es La Liga,19,1999,6.8,2,0,0,13,6,0,2,5,11,0,0,0,48,9,9,50.0,Partidos
1687,Loren Morón,es ESP,DL,Betis,es La Liga,24,1993,21.7,4,0,0,30,47,25,11,6,12,2,0,0,35,23,52,30.7,Partidos
1688,Sean Morrison,eng ENG,DF,Cardiff City,eng Premier League,27,1991,33.8,6,0,0,32,20,9,5,52,17,0,3,0,152,225,113,66.6,Partidos
1689,Victor Moses,ng NGA,DL,Chelsea,eng Premier League,27,1990,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Partidos
1690,Lebo Mothiba,za RSA,DL,Strasbourg,fr Ligue 1,22,1996,19.7,3,0,0,49,26,9,10,0,9,2,0,0,39,36,67,35.0,Partidos
1691,Lebo Mothiba,za RSA,DL,Lille,fr Ligue 1,22,1996,2.8,0,0,0,9,1,2,0,0,1,0,0,0,2,2,15,11.8,Partidos
1692,François Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28,1990,21.5,3,0,0,22,19,1,41,27,22,0,0,0,117,39,37,51.3,Partidos
1693,Jessy Moulin,fr FRA,PO,Saint-Étienne,fr Ligue 1,32,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,100.0,Partidos
1694,Steve Mounié,bj BEN,DL,Huddersfield,eng Premier League,23,1994,19.8,1,1,0,32,15,15,9,5,6,0,0,0,56,210,131,61.6,Partidos
1695,Lucas Moura,br BRA,"DL,CC",Tottenham,eng Premier League,25,1992,23.6,3,0,0,25,48,14,19,24,18,0,0,0,94,34,56,37.8,Partidos
1696,Herman Moussaki,fr FRA,"CC,DL",Caen,fr Ligue 1,19,1999,2.3,1,0,0,4,6,0,1,0,3,0,0,0,5,4,15,21.1,Partidos
1697,Lys Mousset,fr FRA,DL,Bournemouth,eng Premier League,22,1996,4.1,1,0,0,7,5,4,3,1,1,0,0,0,11,9,13,40.9,Partidos
1698,João Moutinho,pt POR,CC,Wolves,eng Premier League,31,1986,33.7,4,0,0,53,37,0,196,40,58,0,1,0,264,19,40,32.2,Partidos
1699,Samuel Moutoussamy,cd COD,"CC,DL",Nantes,fr Ligue 1,21,1996,18.3,0,0,0,17,11,4,17,9,20,0,0,0,91,9,19,32.1,Partidos
1700,Toni Moya,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1.0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,33.3,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1701,Javi Moyano,es ESP,DF,Valladolid,es La Liga,32,1986,23.3,3,0,0,8,22,0,34,25,17,0,0,0,110,25,35,41.7,Partidos
1702,Samuel Mráz,sk SVK,DL,Empoli,it Serie A,21,1997,1.9,0,0,0,1,0,0,0,0,0,0,0,0,3,3,7,30.0,Partidos
1703,Ndombe Mubele,cd COD,DL,Toulouse,fr Ligue 1,24,1994,5.2,0,0,0,6,13,2,6,2,4,0,0,0,11,4,8,33.3,Partidos
1704,Lukas Mühl,de GER,DF,Nürnberg,de Bundesliga,21,1997,31.0,4,0,0,25,7,0,3,48,34,0,0,1,123,46,49,48.4,Partidos
1705,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,20,1997,13.6,3,0,0,19,21,0,32,24,21,0,0,0,78,37,27,57.8,Partidos
1706,Florian Müller,de GER,PO,Mainz 05,de Bundesliga,20,1997,24.0,0,0,0,0,0,0,0,3,1,0,0,0,32,3,1,75.0,Partidos
1707,Nicolai Müller,de GER,"CC,DL",Hannover 96,de Bundesliga,30,1987,10.0,2,0,0,13,12,1,18,1,9,0,0,0,40,3,15,16.7,Partidos
1708,Nicolai Müller,de GER,"DL,CC",Eint Frankfurt,de Bundesliga,30,1987,2.4,1,0,0,4,2,1,6,0,2,0,0,0,9,0,9,0.0,Partidos
1709,Thomas Müller,de GER,"CC,DL",Bayern Munich,de Bundesliga,28,1989,26.4,1,0,0,23,24,15,52,9,23,0,0,0,107,48,60,44.4,Partidos
1710,Gianni Munari,it ITA,CC,Parma,it Serie A,35,1983,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Partidos
1711,Iker Muniain,es ESP,"CC,DL",Athletic Club,es La Liga,25,1992,26.5,7,0,0,27,79,1,40,12,20,3,0,0,158,5,27,15.6,Partidos
1712,Marc Muniesa,es ESP,"DF,CC",Girona,es La Liga,26,1992,15.6,6,0,0,21,20,0,17,37,34,0,1,0,93,29,29,50.0,Partidos
1713,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,20,1997,10.6,0,0,0,6,6,0,28,7,8,0,0,0,42,15,18,45.5,Partidos
1714,Ezequiel Muñoz,ar ARG,DF,Leganés,es La Liga,27,1990,2.3,0,0,0,3,0,0,0,1,2,0,0,0,9,4,4,50.0,Partidos
1715,Joaquín Muñoz,es ESP,DL,Atlético Madrid,es La Liga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Partidos
1716,Alessandro Murgia,it ITA,CC,SPAL,it Serie A,21,1996,11.9,1,0,0,17,32,1,30,19,15,0,0,0,76,5,16,23.8,Partidos
1717,Alessandro Murgia,it ITA,CC,Lazio,it Serie A,21,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Partidos
1718,Luis Muriel,co COL,DL,Fiorentina,it Serie A,27,1991,16.0,1,0,0,21,15,3,19,3,11,0,0,0,54,15,38,28.3,Partidos
1719,Luis Muriel,co COL,"CC,DL",Sevilla,es La Liga,27,1991,1.4,0,0,0,4,0,3,0,0,0,0,0,0,3,9,7,56.3,Partidos
1720,Jeison Murillo,co COL,DF,Valencia,es La Liga,26,1992,1.0,0,0,0,1,3,0,0,2,1,0,0,0,0,3,2,60.0,Partidos
1721,Jeison Murillo,co COL,DF,Barcelona,es La Liga,26,1992,1.3,0,0,0,0,0,0,0,0,2,0,0,0,6,4,5,44.4,Partidos
1722,Jacob Murphy,eng ENG,"CC,DF",Newcastle Utd,eng Premier League,23,1995,3.4,0,0,0,4,0,1,16,1,2,0,0,0,15,4,3,57.1,Partidos
1723,Josh Murphy,eng ENG,"CC,DL",Cardiff City,eng Premier League,23,1995,20.2,2,0,0,14,54,10,74,11,17,0,0,0,89,11,33,25.0,Partidos
1724,Glenn Murray,eng ENG,DL,Brighton,eng Premier League,34,1983,27.9,5,0,0,80,54,38,8,2,7,1,1,0,46,170,176,49.1,Partidos
1725,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,23,1994,32.6,9,0,0,35,32,1,112,41,59,0,1,0,194,41,35,53.9,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1726,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,27,1990,29.0,2,0,0,27,17,2,1,29,22,1,1,0,120,27,42,39.1,Partidos
1727,Florent Muslija,xk KVX,"CC,DL",Hannover 96,de Bundesliga,20,1998,7.5,1,0,0,5,15,2,31,3,10,0,0,0,54,0,8,0.0,Partidos
1728,Juan Musso,ar ARG,PO,Udinese,it Serie A,24,1994,29.0,4,0,0,1,5,0,0,0,0,0,1,0,28,14,1,93.3,Partidos
1729,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,26,1992,29.0,9,0,0,42,8,4,11,58,45,0,2,0,116,122,59,67.4,Partidos
1730,Damián Musto,ar ARG,"CC,DF",Huesca,es La Liga,31,1987,18.7,11,0,0,47,17,1,3,34,34,0,1,0,97,48,35,57.8,Partidos
1731,Yoshinori Mutō,jp JPN,"DL,CC",Newcastle Utd,eng Premier League,26,1992,5.8,1,0,0,13,10,2,4,5,4,0,0,0,29,10,27,27.0,Partidos
1732,Yvon Mvogo,ch SUI,PO,RB Leipzig,de Bundesliga,24,1994,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Partidos
1733,Phillipp Mwene,at AUT,"DF,CC",Mainz 05,de Bundesliga,24,1994,3.0,0,0,0,5,8,0,14,6,2,0,0,0,16,4,4,50.0,Partidos
1734,Obite N'Dicka,ci CIV,DF,Eint Frankfurt,de Bundesliga,18,1999,25.6,3,0,0,27,7,1,2,29,28,0,0,0,167,73,50,59.3,Partidos
1735,Kévin N'Doram,fr FRA,"DF,CC",Monaco,fr Ligue 1,22,1996,2.2,2,0,0,8,2,0,0,5,4,0,0,0,7,6,1,85.7,Partidos
1736,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,24,1993,3.2,0,0,0,3,4,0,11,5,4,0,0,0,18,3,2,60.0,Partidos
1737,Cheikh N'Doye,sn SEN,CC,Angers,fr Ligue 1,32,1986,25.9,4,0,0,32,25,3,12,25,15,1,0,0,140,174,69,71.6,Partidos
1738,Nathan N'Goumou,fr FRA,DL,Toulouse,fr Ligue 1,18,2000,0.8,0,0,0,1,0,0,0,0,1,0,0,0,5,0,2,0.0,Partidos
1739,Clinton N'Jie,cm CMR,DL,Marseille,fr Ligue 1,24,1993,4.0,0,0,0,7,3,1,2,2,4,0,0,0,15,5,11,31.3,Partidos
1740,Georges-Kévin N'Koudou,cm CMR,DL,Tottenham,eng Premier League,23,1995,0.1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,Partidos
1741,Georges-Kévin N'Koudou,cm CMR,DL,Monaco,fr Ligue 1,23,1995,0.3,0,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0.0,Partidos
1742,Stanley N'Soki,fr FRA,DF,Paris S-G,fr Ligue 1,19,1999,7.8,2,0,0,9,3,1,6,18,14,0,0,0,44,16,6,72.7,Partidos
1743,Nacho,es ESP,DF,Valladolid,es La Liga,29,1989,35.0,10,0,0,29,36,6,148,45,66,0,0,0,183,29,38,43.3,Partidos
1744,Nacho,es ESP,DF,Real Madrid,es La Liga,28,1990,18.9,8,1,1,27,12,0,15,32,19,0,0,0,108,30,29,50.8,Partidos
1745,Ádám Nagy,hu HUN,CC,Bologna,it Serie A,23,1995,10.8,3,1,1,10,8,0,5,25,21,0,0,0,68,5,13,27.8,Partidos
1746,Radja Nainggolan,be BEL,CC,Inter,it Serie A,30,1988,21.9,3,0,0,31,26,2,44,8,26,0,0,0,105,16,27,37.2,Partidos
1747,Naldo,br BRA,DF,Espanyol,es La Liga,29,1988,15.1,3,0,0,13,4,1,0,26,10,0,0,0,77,39,31,55.7,Partidos
1748,Naldo,br BRA,DF,Monaco,fr Ligue 1,35,1982,3.3,0,2,0,3,0,0,0,5,3,0,0,0,12,15,8,65.2,Partidos
1749,Naldo,br BRA,DF,Schalke 04,de Bundesliga,35,1982,7.0,1,0,0,5,3,1,0,14,7,0,0,0,36,31,16,66.0,Partidos
1750,Samir Nasri,fr FRA,CC,West Ham,eng Premier League,31,1987,2.7,0,0,0,3,2,3,3,1,0,0,0,0,9,0,1,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1751,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,25,1993,27.2,6,1,0,17,6,1,0,38,23,0,1,0,113,62,35,63.9,Partidos
1752,Marc Navarro,es ESP,DF,Watford,eng Premier League,23,1995,0.9,0,0,0,1,0,0,5,0,2,0,0,0,4,0,2,0.0,Partidos
1753,Ximo Navarro,es ESP,DF,Alavés,es La Liga,28,1990,28.1,7,0,0,18,37,0,43,47,35,0,1,0,150,45,42,51.7,Partidos
1754,Jesús Navas,es ESP,"DF,DL",Sevilla,es La Liga,32,1985,30.1,8,0,0,12,31,8,194,29,21,0,0,0,172,15,42,26.3,Partidos
1755,Keylor Navas,cr CRC,PO,Real Madrid,es La Liga,31,1986,10.0,1,0,0,0,2,0,0,1,0,0,0,0,19,3,0,100.0,Partidos
1756,Raúl Navas,es ESP,DF,Real Sociedad,es La Liga,30,1988,14.6,4,0,0,10,13,1,4,20,14,0,1,0,97,28,15,65.1,Partidos
1757,Wilfred Ndidi,ng NGA,CC,Leicester City,eng Premier League,21,1996,36.6,8,0,0,46,22,2,12,83,98,0,0,0,324,128,107,54.5,Partidos
1758,Aly Ndom,fr FRA,CC,Caen,fr Ligue 1,22,1996,0.5,1,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0.0,Partidos
1759,Aly Ndom,fr FRA,CC,Reims,fr Ligue 1,22,1996,4.0,1,0,0,8,2,0,1,3,9,0,0,0,22,10,10,50.0,Partidos
1760,Tanguy Ndombele,fr FRA,CC,Lyon,fr Ligue 1,21,1996,29.9,3,0,0,42,72,0,6,30,43,0,1,0,189,18,12,60.0,Partidos
1761,Angelo Ndrecka,al ALB,DF,Chievo,it Serie A,16,2001,1.0,0,0,0,1,1,0,1,0,1,0,0,0,5,0,0,,Partidos
1762,Reiss Nelson,eng ENG,"CC,DL",Hoffenheim,de Bundesliga,18,1999,7.1,0,0,0,8,5,2,12,5,10,0,0,0,47,1,5,16.7,Partidos
1763,Neto,br BRA,PO,Valencia,es La Liga,29,1989,34.0,2,0,0,0,0,0,0,1,0,0,0,0,29,4,0,100.0,Partidos
1764,Pedro Neto,pt POR,"DL,DF",Lazio,it Serie A,18,2000,0.5,1,0,0,2,2,0,2,0,0,0,0,0,3,0,1,0.0,Partidos
1765,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,32,1986,25.6,1,0,0,1,2,0,0,0,1,0,1,0,45,4,0,100.0,Partidos
1766,Florian Neuhaus,de GER,CC,M'Gladbach,de Bundesliga,21,1997,22.9,5,0,0,26,40,0,23,10,15,3,0,0,110,7,20,25.9,Partidos
1767,Rúben Neves,pt POR,CC,Wolves,eng Premier League,21,1997,33.4,8,0,0,37,18,0,26,73,32,0,0,0,286,28,35,44.4,Partidos
1768,Neymar,br BRA,"CC,DL",Paris S-G,fr Ligue 1,26,1992,16.0,2,0,0,12,58,7,56,5,9,2,0,0,59,8,3,72.7,Partidos
1769,Yeni Ngbakoto,cd COD,"CC,DL",Guingamp,fr Ligue 1,26,1992,6.3,0,0,0,11,8,1,44,4,4,0,0,0,23,12,13,48.0,Partidos
1770,Moussa Niakhate,sn SEN,DF,Mainz 05,de Bundesliga,22,1996,31.0,3,0,0,36,20,0,6,44,30,0,1,0,187,70,49,58.8,Partidos
1771,M'Baye Niang,sn SEN,"DL,CC",Rennes,fr Ligue 1,23,1994,19.9,5,0,0,44,46,11,24,8,10,2,0,0,80,53,44,54.6,Partidos
1772,Oumar Niasse,sn SEN,DL,Cardiff City,eng Premier League,28,1990,10.3,0,0,0,8,17,9,4,2,3,0,0,0,33,35,71,33.0,Partidos
1773,Oumar Niasse,sn SEN,DL,Everton,eng Premier League,28,1990,0.7,0,0,0,3,1,1,1,0,0,0,0,0,3,3,3,50.0,Partidos
1774,Hans Nicolussi Caviglia,it ITA,CC,Juventus,it Serie A,18,2000,0.6,0,0,0,1,0,0,3,0,1,0,0,0,2,1,0,100.0,Partidos
1775,Florian Niederlechner,de GER,"DL,CC",Freiburg,de Bundesliga,27,1990,10.8,3,0,0,23,19,10,6,6,5,0,0,0,37,14,29,32.6,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1776,Saúl Ñíguez,es ESP,"CC,DF",Atlético Madrid,es La Liga,23,1994,32.5,10,0,0,55,26,7,49,42,56,0,1,1,204,93,60,60.8,Partidos
1777,Dimitris Nikolaou,gr GRE,DF,Empoli,it Serie A,19,1998,3.9,0,0,0,2,0,0,1,2,3,0,1,0,16,2,3,40.0,Partidos
1778,Casimir Ninga,td CHA,"DL,CC",Caen,fr Ligue 1,25,1993,27.4,9,0,0,64,35,16,52,22,30,0,0,0,146,30,68,30.6,Partidos
1779,Eddie Nketiah,eng ENG,"CC,DL",Arsenal,eng Premier League,19,1999,0.7,0,0,0,1,2,2,0,0,1,0,0,0,3,0,2,0.0,Partidos
1780,Nicolas Nkoulou,cm CMR,DF,Torino,it Serie A,28,1990,35.7,7,1,1,35,27,0,0,70,29,0,0,0,242,82,47,63.6,Partidos
1781,Christopher Nkunku,fr FRA,"CC,DL",Paris S-G,fr Ligue 1,20,1997,12.8,0,0,0,21,30,0,15,9,16,0,0,0,56,11,15,42.3,Partidos
1782,Mark Noble,eng ENG,CC,West Ham,eng Premier League,31,1987,25.5,6,1,0,23,38,1,23,21,26,0,0,0,189,8,8,50.0,Partidos
1783,Peru Nolaskoain,es ESP,DF,Athletic Club,es La Liga,19,1998,5.2,2,1,0,5,1,0,0,10,8,0,0,0,26,14,12,53.8,Partidos
1784,Nolito,es ESP,"DL,DF",Sevilla,es La Liga,31,1986,0.8,0,0,0,2,1,1,1,0,2,0,0,0,2,0,1,0.0,Partidos
1785,Arnaud Nordin,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,20,1998,11.7,2,0,0,13,35,1,31,5,12,0,0,0,50,11,16,40.7,Partidos
1786,Håvard Nordtveit,no NOR,DF,Fulham,eng Premier League,28,1990,4.0,0,0,0,5,2,0,0,8,4,0,0,0,25,4,2,66.7,Partidos
1787,Håvard Nordtveit,no NOR,"CC,DF",Hoffenheim,de Bundesliga,28,1990,5.2,2,0,0,13,3,0,0,4,5,0,1,0,26,6,3,66.7,Partidos
1788,Will Norris,eng ENG,PO,Wolves,eng Premier League,24,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
1789,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,21,1996,17.6,1,1,0,2,3,0,0,1,0,0,1,0,28,8,0,100.0,Partidos
1790,Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,23,1995,10.0,5,1,1,22,3,0,0,23,11,0,1,0,54,30,12,71.4,Partidos
1791,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,21,1997,11.8,4,0,0,16,2,0,1,28,11,0,0,0,50,43,25,63.2,Partidos
1792,Hans Nunoo Sarpei,gh GHA,"DL,CC",Stuttgart,de Bundesliga,19,1998,0.5,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,0.0,Partidos
1793,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,28,1990,23.6,4,1,0,24,4,0,4,29,35,0,0,0,74,37,29,56.1,Partidos
1794,Gerzino Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,21,1997,6.0,1,1,1,12,2,0,0,4,3,0,0,0,21,21,10,67.7,Partidos
1795,Allan Nyom,cm CMR,"DF,DL",Leganés,es La Liga,30,1988,19.0,7,1,0,34,20,4,63,20,24,0,0,0,90,23,17,57.5,Partidos
1796,Steven Nzonzi,fr FRA,CC,Roma,it Serie A,29,1988,29.1,7,0,0,32,15,0,9,27,45,0,0,0,176,99,48,67.3,Partidos
1797,Christian Nørgaard,dk DEN,CC,Fiorentina,it Serie A,24,1994,3.6,0,0,0,11,3,0,0,10,2,0,0,0,22,14,8,63.6,Partidos
1798,Michael Obafemi,ie IRL,DL,Southampton,eng Premier League,18,2000,1.5,1,0,0,2,3,1,1,1,1,0,0,0,5,0,4,0.0,Partidos
1799,Dimitri Oberlin,ch SUI,DL,Empoli,it Serie A,20,1997,1.5,0,0,0,5,0,1,0,0,1,0,0,0,4,0,4,0.0,Partidos
1800,Joel Obi,ng NGA,CC,Chievo,it Serie A,27,1991,7.3,1,0,0,15,4,3,7,14,15,0,0,0,35,12,11,52.2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
1801,Pedro Obiang,gq EQG,CC,West Ham,eng Premier League,26,1992,12.5,0,0,0,13,11,2,7,12,23,0,0,0,73,15,20,42.9,Partidos
1802,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,25,1993,37.0,1,0,0,1,2,0,0,1,0,0,1,0,32,7,1,87.5,Partidos
1803,Lucas Ocampos,ar ARG,"DL,CC",Marseille,fr Ligue 1,24,1994,30.1,11,0,0,51,64,6,70,29,54,0,0,0,185,39,56,41.1,Partidos
1804,Bastian Oczipka,de GER,"DF,DL",Schalke 04,de Bundesliga,29,1989,20.8,3,0,0,16,23,1,121,24,27,0,1,0,143,11,13,45.8,Partidos
1805,Jens Odgaard,dk DEN,DL,Sassuolo,it Serie A,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Partidos
1806,Denis Odoi,gh GHA,DF,Fulham,eng Premier League,30,1988,28.8,4,0,0,37,31,0,13,42,34,0,1,1,191,55,51,51.9,Partidos
1807,Álvaro Odriozola,es ESP,DF,Real Madrid,es La Liga,22,1995,13.1,2,0,0,15,19,5,53,11,25,2,1,0,61,1,14,6.7,Partidos
1808,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,30,1988,20.8,2,0,0,15,7,0,0,35,13,0,0,0,93,79,36,68.7,Partidos
1809,Dani Ojeda,es ESP,"CC,DF",Leganés,es La Liga,23,1994,2.1,1,0,0,5,2,0,8,2,2,0,0,0,12,5,5,50.0,Partidos
1810,Sheyi Ojo,eng ENG,"DL,CC",Reims,fr Ligue 1,21,1997,5.2,0,0,0,3,10,0,21,3,6,0,0,0,14,4,16,20.0,Partidos
1811,Stefano Okaka,it ITA,"DL,CC",Watford,eng Premier League,28,1989,0.3,1,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,Partidos
1812,Stefano Okaka,it ITA,DL,Udinese,it Serie A,28,1989,10.8,4,0,0,38,29,6,2,0,7,1,0,0,38,51,44,53.7,Partidos
1813,Shinji Okazaki,jp JPN,"CC,DL",Leicester City,eng Premier League,32,1986,3.2,0,0,0,6,5,3,0,2,5,0,0,0,8,8,13,38.1,Partidos
1814,Chima Okoroji,ng NGA,"DF,CC",Freiburg,de Bundesliga,21,1997,1.2,0,0,0,2,1,0,2,1,0,0,0,0,7,1,3,25.0,Partidos
1815,Orji Okwonkwo,ng NGA,DL,Bologna,it Serie A,20,1998,2.9,2,0,0,6,4,0,1,1,3,0,0,0,12,9,9,50.0,Partidos
1816,Lucas Olaza,uy URU,DF,Celta Vigo,es La Liga,24,1994,10.0,2,0,0,7,5,0,42,8,18,0,1,0,48,3,7,30.0,Partidos
1817,Oier Olazábal,es ESP,PO,Levante,es La Liga,28,1989,21.0,1,0,0,0,2,0,0,1,1,0,0,0,11,4,1,80.0,Partidos
1818,Kiko Olivas,es ESP,DF,Valladolid,es La Liga,29,1988,34.4,6,0,0,17,37,1,0,46,38,0,3,0,201,63,64,49.6,Partidos
